step,metric,mean,std,n,type
0,ma_f_b,0.6846874475479127,0.011572014596655666,5,predictive
0,ma_prec,0.6701051115989685,0.010984770916080813,5,predictive
0,ma_rec,0.7283899426460266,0.009794281330311808,5,predictive
0,mae,0.23104544579982758,0.006857412207215085,5,predictive
0,meta_doa,0.491336005360154,0.010172778505138412,5,interpretability
0,mi_acc,0.7689545512199402,0.00685740883438039,5,predictive
0,mi_auc,0.728389929097391,0.009794275784391718,5,predictive
0,mi_f_b,0.847622525691986,0.0041448022674481656,5,predictive
0,mi_prec,0.9090387225151062,0.005633218916167895,5,predictive
0,mi_rec,0.7942223072052003,0.0065386178281056865,5,predictive
0,pc-er,-0.03132991790771484,0.17739958173471643,5,interpretability
0,rm,-0.0010033539019669857,0.04591572277244629,5,interpretability
0,rmse,0.48052717447280885,0.007064013648663945,5,predictive
1,ma_f_b,0.6849280834197999,0.014421282970050263,5,predictive
1,ma_prec,0.6701035380363465,0.013367174152580139,5,predictive
1,ma_rec,0.7303308010101318,0.012222100177621313,5,predictive
1,mae,0.2301660031080246,0.008674423006829662,5,predictive
1,meta_doa,0.4946104647799839,0.011846939091327632,5,interpretability
1,mi_acc,0.7698340058326721,0.008674408332948452,5,predictive
1,mi_auc,0.7303308003945606,0.012222100973736386,5,predictive
1,mi_f_b,0.8483902096748352,0.005141104204928642,5,predictive
1,mi_prec,0.9109741806983948,0.004023413218499258,5,predictive
1,mi_rec,0.7940996766090394,0.00783458037127796,5,predictive
1,pc-er,-0.06841583251953125,0.07801448867712542,5,interpretability
1,rm,0.004621002054967077,0.047082807239873334,5,interpretability
1,rmse,0.4795957386493683,0.008993888324500683,5,predictive
2,ma_f_b,0.6789152145385743,0.01302194640885609,5,predictive
2,ma_prec,0.6649091124534607,0.011747703964202886,5,predictive
2,ma_rec,0.7229118824005127,0.013238251617257826,5,predictive
2,mae,0.23459936678409576,0.00892544137588844,5,predictive
2,meta_doa,0.4934440669111849,0.012301242454481626,5,interpretability
2,mi_acc,0.7654006361961365,0.008925430009088098,5,predictive
2,mi_auc,0.722911881372284,0.013238248172905972,5,predictive
2,mi_f_b,0.845479142665863,0.005836395637923533,5,predictive
2,mi_prec,0.9077581882476806,0.008196562564046073,5,predictive
2,mi_rec,0.7914679765701295,0.006613972450332618,5,predictive
2,pc-er,0.002457427978515625,0.12195202456919584,5,interpretability
2,rm,0.012465165159089058,0.04181341937787841,5,interpretability
2,rmse,0.48428155183792115,0.009226218711935978,5,predictive
3,ma_f_b,0.675659990310669,0.011129750491288594,5,predictive
3,ma_prec,0.6617873430252075,0.010557050971119492,5,predictive
3,ma_rec,0.721002459526062,0.009732147051508221,5,predictive
3,mae,0.23618400394916533,0.006514113236407949,5,predictive
3,meta_doa,0.4957414783629545,0.00919461652649015,5,interpretability
3,mi_acc,0.7638159990310669,0.0065141301772616905,5,predictive
3,mi_auc,0.7210024651407164,0.009732150185980728,5,predictive
