step,metric,mean,std,type
0,ma_f_b,0.4376263380050659,0.012042676691988387,predictive
0,ma_prec,0.5088974118232727,0.004322569002896541,predictive
0,ma_rec,0.6572459101676941,0.045587658152558296,predictive
0,mae,0.3445205271244049,0.012188951046251078,predictive
0,mi_acc,0.709940505027771,0.017713532939345706,predictive
0,mi_f_b,0.8288535356521607,0.012180978515385112,predictive
0,mi_prec,0.9935632348060608,0.0023548877057648567,predictive
0,mi_rec,0.7111303806304932,0.017654365111294156,predictive
0,rmse,0.4664965033531189,0.01782980192459549,predictive
0,meta_doa,0.0,0.0,meta
0,rm,0.0,0.0,meta
1,ma_f_b,0.43749759197235105,0.011269053862560082,predictive
1,ma_prec,0.5088001251220703,0.003859009122355903,predictive
1,ma_rec,0.6564842820167541,0.04495754920149012,predictive
1,mae,0.344422435760498,0.012169364775298681,predictive
1,mi_acc,0.7098554015159607,0.01780269883233041,predictive
1,mi_f_b,0.828802764415741,0.01223980117103307,predictive
1,mi_prec,0.9935019493103028,0.0021998684583941167,predictive
1,mi_rec,0.711086368560791,0.017697792659467255,predictive
1,rmse,0.46640004515647887,0.017841502345305595,predictive
1,meta_doa,0.0,0.0,meta
1,rm,0.0,0.0,meta
2,ma_f_b,0.4371564626693726,0.011489069852956474,predictive
2,ma_prec,0.5086382508277894,0.004028025851317763,predictive
2,ma_rec,0.6557759165763855,0.04491519040382157,predictive
2,mae,0.3446215450763702,0.012033985797221817,predictive
2,mi_acc,0.7097695708274842,0.01778111081641647,predictive
2,mi_f_b,0.828759229183197,0.012252549998578652,predictive
2,mi_prec,0.9934995293617248,0.0025142204004645636,predictive
2,mi_rec,0.7110213160514831,0.01763493920101297,predictive
2,rmse,0.4666134059429169,0.017722453426108824,predictive
2,meta_doa,0.0,0.0,meta
2,rm,0.0,0.0,meta
3,ma_f_b,0.43668248057365416,0.011724274198664205,predictive
3,ma_prec,0.508364462852478,0.004204392523708305,predictive
3,ma_rec,0.6498073816299439,0.047898057238488195,predictive
3,mae,0.3446354329586029,0.012163146855218833,predictive
3,mi_acc,0.7095581412315368,0.017744266177651655,predictive
3,mi_f_b,0.8286402225494385,0.012216394864232578,predictive
3,mi_prec,0.9933836102485657,0.0024907059940504515,predictive
3,mi_rec,0.7109070420265198,0.017641063830644194,predictive
3,rmse,0.4665981471538544,0.017808117266238085,predictive
3,meta_doa,0.0,0.0,meta
3,rm,0.0,0.0,meta
4,ma_f_b,0.43716107606887816,0.011452633955287205,predictive
