step,metric,mean,std,type
0,ma_f_b,0.5734693765640259,0.013031546716912147,predictive
0,ma_prec,0.5857598423957825,0.0090599608322221,predictive
0,ma_rec,0.6116607785224915,0.013457775726046922,predictive
0,mae,0.4273116707801819,0.009602701744442244,predictive
0,mi_acc,0.6118983268737793,0.009929330500512803,predictive
0,mi_f_b,0.44689901471138,0.03485709039791111,predictive
0,mi_prec,0.35523813366889956,0.048087560484964556,predictive
0,mi_rec,0.6099692583084106,0.022728501610772698,predictive
0,rmse,0.5199091672897339,0.0079424847284046,predictive
0,meta_doa,0.5069066554861669,0.005176765939077955,meta
0,pc-er,0.042572021484375,0.14995331472333373,meta
0,rm,0.02637736744873238,0.00934030483474768,meta
1,ma_f_b,0.5729746222496033,0.012515432709188215,predictive
1,ma_prec,0.585410726070404,0.00838940189501905,predictive
1,ma_rec,0.6113909125328064,0.012492849521551311,predictive
1,mae,0.4272811532020569,0.00962536900118299,predictive
1,mi_acc,0.6116392493247986,0.009197482239238119,predictive
1,mi_f_b,0.44589030742645264,0.03434738769335119,predictive
1,mi_prec,0.3539925217628479,0.047472557496046223,predictive
1,mi_rec,0.6097287893295288,0.02132739262196965,predictive
1,rmse,0.5197812914848328,0.007883550709175534,predictive
1,meta_doa,0.5151083627277832,0.0045626313328625346,meta
1,pc-er,0.12548980712890626,0.09312604233589257,meta
1,rm,0.05443649397903114,0.01308010657296981,meta
2,ma_f_b,0.57267165184021,0.012450502935804063,predictive
2,ma_prec,0.5850396513938904,0.008341737246468332,predictive
2,ma_rec,0.6107446670532226,0.012552488805631624,predictive
2,mae,0.42731999754905703,0.009636961047292681,predictive
2,mi_acc,0.6112007856369018,0.009328061001574536,predictive
2,mi_f_b,0.4457914173603058,0.03432963920596512,predictive
2,mi_prec,0.3542604982852936,0.04762723898305593,predictive
2,mi_rec,0.6086344003677369,0.021306086063439297,predictive
2,rmse,0.519834017753601,0.007910976269032376,predictive
2,meta_doa,0.5164145882641223,0.0026671392684247215,meta
2,pc-er,0.13976058959960938,0.1180590854510629,meta
2,rm,0.07424448125729637,0.0034957278036617584,meta
3,ma_f_b,0.5735660910606384,0.013196037445669702,predictive
3,ma_prec,0.5857457041740417,0.009107645958605434,predictive
3,ma_rec,0.6114055514335632,0.01324013923674019,predictive
3,mae,0.4273030936717987,0.009639013390816038,predictive
3,mi_acc,0.6117986917495728,0.00995031276848104,predictive
3,mi_f_b,0.44733198285102843,0.0350149159050079,predictive
3,mi_prec,0.35596343874931335,0.0482894523527753,predictive
3,mi_rec,0.609402060508728,0.022071638026785415,predictive
3,rmse,0.5198079347610474,0.007949424423224728,predictive
3,meta_doa,0.5172676247276369,0.008046897311902662,meta
3,pc-er,0.166253662109375,0.32462889971812553,meta
3,rm,0.06506180651045007,0.023920426023162456,meta
4,ma_f_b,0.5740381360054017,0.013901944004758509,predictive
4,ma_prec,0.5862156629562378,0.009995172792872568,predictive
4,ma_rec,0.6121093273162842,0.014479542271658923,predictive
4,mae,0.4273471236228943,0.009702453758168654,predictive
4,mi_acc,0.6122969269752503,0.010975572303061324,predictive
4,mi_f_b,0.4478140711784363,0.03513710605531877,predictive
4,mi_prec,0.35615280270576477,0.048021897056971935,predictive
4,mi_rec,0.610533618927002,0.023584745558928234,predictive
4,rmse,0.5198450803756713,0.007976839595699487,predictive
4,meta_doa,0.5156166033060409,0.004484930903565707,meta
4,pc-er,0.18228759765625,0.30679030804542873,meta
4,rm,0.08322836936458843,0.013521711973134756,meta
5,ma_f_b,0.573547613620758,0.012381096643525286,predictive
5,ma_prec,0.5857672810554504,0.008508092438248203,predictive
5,ma_rec,0.6116042494773865,0.013184105457467662,predictive
5,mae,0.4272939920425415,0.009560512731893003,predictive
5,mi_acc,0.6118783950805664,0.00971904207774532,predictive
5,mi_f_b,0.4471319317817688,0.03394168293441553,predictive
5,mi_prec,0.35550895929336546,0.04706760132659846,predictive
5,mi_rec,0.6098498463630676,0.022264418710065785,predictive
5,rmse,0.5198305010795593,0.007838371567663281,predictive
5,meta_doa,0.5176903870024508,0.005545975601346672,meta
5,pc-er,0.1156005859375,0.2634540647228982,meta
5,rm,0.08481679787918153,0.020196861749876813,meta
6,ma_f_b,0.5735379338264466,0.012926643875981825,predictive
6,ma_prec,0.5857154369354248,0.008934884671889663,predictive
6,ma_rec,0.6113596796989441,0.01300872351046868,predictive
6,mae,0.4273181617259979,0.009556850561917825,predictive
6,mi_acc,0.6117787599563599,0.009677811850405631,predictive
6,mi_f_b,0.447244918346405,0.03450149470804603,predictive
6,mi_prec,0.35578619241714476,0.047423746708969976,predictive
6,mi_rec,0.6093522906303406,0.021887642979932415,predictive
6,rmse,0.5198230981826782,0.007829349162231563,predictive
6,meta_doa,0.5200222581142633,0.003565898112808944,meta
6,pc-er,0.2642425537109375,0.28166794593146266,meta
6,rm,0.0881621284292933,0.007936986473629256,meta
7,ma_f_b,0.5741559505462647,0.013162267526649467,predictive
7,ma_prec,0.586262321472168,0.009067070580601503,predictive
7,ma_rec,0.6120001316070557,0.012997094898289823,predictive
7,mae,0.4272466540336609,0.009607205427846878,predictive
7,mi_acc,0.6122969388961792,0.009790347816401838,predictive
7,mi_f_b,0.44812777638435364,0.034746245739109165,predictive
7,mi_prec,0.3565956175327301,0.0476026836399341,predictive
7,mi_rec,0.6102500677108764,0.02170421394607253,predictive
7,rmse,0.5197797060012818,0.007845504172911168,predictive
7,meta_doa,0.5183624636415648,0.0046908368063400254,meta
7,pc-er,0.24383544921875,0.1820531078853357,meta
7,rm,0.08909276690905378,0.01094194294704403,meta
8,ma_f_b,0.5729844212532044,0.013050690519494649,predictive
8,ma_prec,0.5851703643798828,0.009047986329917136,predictive
8,ma_rec,0.6106031179428101,0.01329402821932872,predictive
8,mae,0.4273528277873993,0.009646301184452307,predictive
8,mi_acc,0.6112007856369018,0.010038257663829946,predictive
8,mi_f_b,0.4466764271259308,0.034633363050658846,predictive
8,mi_prec,0.3555254638195038,0.04778116475765971,predictive
8,mi_rec,0.6081793427467346,0.02214295687386623,predictive
8,rmse,0.5198485612869262,0.007963307443842717,predictive
8,meta_doa,0.5199219787649312,0.004511441409164514,meta
8,pc-er,0.158270263671875,0.3017290206555794,meta
8,rm,0.09009163143107449,0.00815244447578599,meta
9,ma_f_b,0.5727469801902771,0.013249515331200603,predictive
9,ma_prec,0.5850485920906067,0.00889822108696564,predictive
9,ma_rec,0.610513162612915,0.012309908210260343,predictive
9,mae,0.4274192273616791,0.009577186173537594,predictive
9,mi_acc,0.6111409902572632,0.009426749832934856,predictive
9,mi_f_b,0.4460951566696167,0.03524240007831226,predictive
