step,metric,mean,std,type
0,ma_f_b,0.6460872888565063,0.01643643627223011,predictive
0,ma_prec,0.6455403566360474,0.016392549499863313,predictive
0,ma_rec,0.6475960493087769,0.016335244774067555,predictive
0,mae,0.3472247004508972,0.01586624615623854,predictive
0,mi_acc,0.6527752637863159,0.015866248336888024,predictive
0,mi_auc,0.647596034896956,0.0163352272838083,predictive
0,mi_f_b,0.5976157307624816,0.02027332852094268,predictive
0,mi_prec,0.5808317065238953,0.02358172576980097,predictive
0,mi_rec,0.6155549645423889,0.019013336392976064,predictive
0,rmse,0.5891339182853699,0.013505991915858455,predictive
0,meta_doa,0.5008880152164595,0.0020916882576257415,meta
0,pc-er,-0.026450347900390626,0.02603668019242765,meta
0,rm,0.009780716730613976,0.013861190003005655,meta
1,ma_f_b,0.6476918578147888,0.015689870859795844,predictive
1,ma_prec,0.6471544504165649,0.015672636112322925,predictive
1,ma_rec,0.6491298198699951,0.015570203599922783,predictive
1,mae,0.34574986100196836,0.01505930895948817,predictive
1,mi_acc,0.6542500972747802,0.015059302047304204,predictive
1,mi_auc,0.6491298186190141,0.015570219766482903,predictive
1,mi_f_b,0.5997970938682556,0.019653502180979842,predictive
1,mi_prec,0.583654260635376,0.02314652280264948,predictive
1,mi_rec,0.6170202732086182,0.018401537542530304,predictive
1,rmse,0.5878929972648621,0.01283020257899898,predictive
1,meta_doa,0.5052625401844617,0.003059115867422316,meta
1,pc-er,-0.022003173828125,0.024759473550945047,meta
1,rm,0.03397229300699392,0.01855342231223269,meta
2,ma_f_b,0.6496844410896301,0.014307078269557967,predictive
2,ma_prec,0.6491482257843018,0.01428054531554172,predictive
2,ma_rec,0.6509895920753479,0.014312516346668431,predictive
2,mae,0.3439561426639557,0.013654870037138798,predictive
2,mi_acc,0.6560438275337219,0.0136548635667398,predictive
2,mi_auc,0.650989607906532,0.014312525362820348,predictive
2,mi_f_b,0.6026586651802063,0.018287058551182053,predictive
2,mi_prec,0.5875560998916626,0.020497495411070377,predictive
2,mi_rec,0.6186823129653931,0.018246821898128616,predictive
2,rmse,0.5863855957984925,0.011623314423237927,predictive
2,meta_doa,0.5108029254774764,0.004761501249878587,meta
2,pc-er,-0.0168609619140625,0.02355839177875094,meta
2,rm,0.06466152326734977,0.026948080667873228,meta
3,ma_f_b,0.6523389339447021,0.014213134213928977,predictive
3,ma_prec,0.6517617702484131,0.014210927160978841,predictive
3,ma_rec,0.6538525700569153,0.014205915538911974,predictive
3,mae,0.3411459684371948,0.013422729191810655,predictive
3,mi_acc,0.6588539958000184,0.013422724855230864,predictive
3,mi_auc,0.653852565002423,0.01420590440919843,predictive
3,mi_f_b,0.6048835754394531,0.01849743288045041,predictive
3,mi_prec,0.5882347106933594,0.020948715366582098,predictive
3,mi_rec,0.622656774520874,0.01877592327217227,predictive
3,rmse,0.5839874386787415,0.011437135351064925,predictive
3,meta_doa,0.517392917593038,0.006871027860463819,meta
3,pc-er,-0.011077117919921876,0.021971479424115377,meta
3,rm,0.10071410662621343,0.03716460443622553,meta
4,ma_f_b,0.6564069271087647,0.013789979150333606,predictive
4,ma_prec,0.6558075904846191,0.013783243214695116,predictive
4,ma_rec,0.6578174710273743,0.01375957207321096,predictive
4,mae,0.3372595846652985,0.012784248419508759,predictive
4,mi_acc,0.6627403855323791,0.012784233610104095,predictive
4,mi_auc,0.6578174602208897,0.013759548801187843,predictive
4,mi_f_b,0.6099003076553344,0.018693654402793358,predictive
4,mi_prec,0.5939168572425843,0.020018591385775948,predictive
4,mi_rec,0.6268564581871032,0.01893001271430196,predictive
4,rmse,0.5806585550308228,0.010909785783767082,predictive
4,meta_doa,0.5260189158260977,0.009506135733528938,meta
4,pc-er,-0.0034781932830810548,0.020964308658846003,meta
4,rm,0.14674985909305138,0.049033121705392736,meta
5,ma_f_b,0.6600542306900025,0.015376417882244708,predictive
5,ma_prec,0.6594321250915527,0.015322241000037092,predictive
5,ma_rec,0.6614589810371398,0.015457268542344308,predictive
5,mae,0.33371199369430543,0.01446872041832883,predictive
5,mi_acc,0.6662879586219788,0.014468722245139357,predictive
5,mi_auc,0.66145896142015,0.015457271177506346,predictive
5,mi_f_b,0.6141821026802063,0.020143717475312368,predictive
5,mi_prec,0.5983370661735534,0.020638746892235146,predictive
5,mi_rec,0.6309667706489563,0.02101041138352537,predictive
5,rmse,0.5775709867477417,0.01243716566838796,predictive
5,meta_doa,0.5351633116464354,0.012002342865831435,meta
5,pc-er,0.00370941162109375,0.02068046739137703,meta
5,rm,0.1936077441740879,0.05872524746644857,meta
6,ma_f_b,0.6646440386772156,0.015535443925926469,predictive
6,ma_prec,0.6639920949935914,0.015483093801742651,predictive
6,ma_rec,0.6660960197448731,0.015623166723650017,predictive
6,mae,0.3291878342628479,0.01459381954768605,predictive
6,mi_acc,0.6708121299743652,0.014593823292100136,predictive
6,mi_auc,0.6660960373877358,0.015623166092681759,predictive
6,mi_f_b,0.6193887114524841,0.020656155158027403,predictive
6,mi_prec,0.6034204721450805,0.021770567517755746,predictive
6,mi_rec,0.6363219380378723,0.021136938238634745,predictive
6,rmse,0.5736377000808716,0.012629951424752867,predictive
6,meta_doa,0.5447147807615671,0.014285623838468747,meta
6,pc-er,0.01138601303100586,0.021120612298729115,meta
6,rm,0.24036289341749684,0.06596266553207877,meta
7,ma_f_b,0.6687646627426147,0.015267326122721473,predictive
7,ma_prec,0.6681472182273864,0.015277701547967431,predictive
7,ma_rec,0.6700933337211609,0.015195651760473666,predictive
7,mae,0.3253014326095581,0.01413038806341674,predictive
7,mi_acc,0.6746985435485839,0.014130389345476134,predictive
7,mi_auc,0.6700933410341723,0.015195666882445006,predictive
7,mi_f_b,0.6247274875640869,0.02119656633868366,predictive
7,mi_prec,0.610125458240509,0.024134408661112276,predictive
7,mi_rec,0.6401893138885498,0.02024471484360893,predictive
7,rmse,0.570246958732605,0.01223935901089432,predictive
7,meta_doa,0.5545173016638221,0.01630967690299944,meta
7,pc-er,0.018586397171020508,0.021563327996643563,meta
7,rm,0.28660749837070953,0.07113176419212393,meta
8,ma_f_b,0.6730445861816406,0.0159330449720193,predictive
8,ma_prec,0.6724501490592957,0.01596179981001559,predictive
8,ma_rec,0.6742404580116272,0.015837471316543016,predictive
8,mae,0.32125558853149416,0.014773844911034848,predictive
8,mi_acc,0.678744375705719,0.014773838990998432,predictive
8,mi_auc,0.6742404791872566,0.015837461603331368,predictive
8,mi_f_b,0.6301678776741028,0.021979646483102116,predictive
8,mi_prec,0.616754150390625,0.024896494107430448,predictive
8,mi_rec,0.6443076133728027,0.02078493049877934,predictive
8,rmse,0.5666771769523621,0.012873330734876247,predictive
8,meta_doa,0.5643270079566752,0.01797731444463167,meta
8,pc-er,0.025067138671875,0.02195673246350887,meta
8,rm,0.3315686554006151,0.07413652904973775,meta
9,ma_f_b,0.6743463158607483,0.015568542503968602,predictive
9,ma_prec,0.673759663105011,0.015566469653482826,predictive
9,ma_rec,0.6754690766334533,0.01556932594186849,predictive
9,mae,0.3200597822666168,0.014478329482134598,predictive
9,mi_acc,0.6799401879310608,0.014478342404882893,predictive
9,mi_auc,0.675469096028786,0.015569311852846282,predictive
9,mi_f_b,0.6318585395812988,0.021078442416700906,predictive
9,mi_prec,0.6188365697860718,0.022241762237829997,predictive
9,mi_rec,0.6455240964889526,0.021309030535351162,predictive
9,rmse,0.5656251907348633,0.012646020232115465,predictive
9,meta_doa,0.5750316963270766,0.019483281173476568,meta
9,pc-er,0.03180389404296875,0.02268441577797814,meta
9,rm,0.3789398536150595,0.07576125297199512,meta
10,ma_f_b,0.6763164639472962,0.015670554867709637,predictive
10,ma_prec,0.6757444977760315,0.015641793881418252,predictive
10,ma_rec,0.677448832988739,0.015778354503913558,predictive
10,mae,0.3181664049625397,0.014779555690948422,predictive
10,mi_acc,0.681833553314209,0.014779547120767105,predictive
10,mi_auc,0.6774488151500748,0.015778353810816277,predictive
10,mi_f_b,0.6343088865280151,0.020785417905106785,predictive
10,mi_prec,0.6216752290725708,0.02262549356009649,predictive
10,mi_rec,0.6476181626319886,0.021593269170987937,predictive
10,rmse,0.5639432072639465,0.01296491430976445,predictive
10,meta_doa,0.585672450314884,0.020754453990726663,meta
10,pc-er,0.038134765625,0.023242169768863615,meta
10,rm,0.4245365215264355,0.07614854184454758,meta
11,ma_f_b,0.67882159948349,0.017748536326086382,predictive
11,ma_prec,0.6782755136489869,0.017750002257203877,predictive
11,ma_rec,0.6799578905105591,0.017778992958108045,predictive
11,mae,0.3157349228858948,0.016744311233991886,predictive
11,mi_acc,0.6842650532722473,0.016744303891131306,predictive
11,mi_auc,0.6799579097538222,0.017778989118266388,predictive
11,mi_f_b,0.6372464299201965,0.023230620024392568,predictive
11,mi_prec,0.6248865127563477,0.026078951697369585,predictive
11,mi_rec,0.6503173112869263,0.023608822946289774,predictive
11,rmse,0.5617489218711853,0.014708399811955196,predictive
11,meta_doa,0.5962216879607144,0.021924570493149467,meta
11,pc-er,0.0434478759765625,0.023552848173164397,meta
11,rm,0.4681107757155993,0.07574789897052452,meta
12,ma_f_b,0.6797428965568543,0.01696735700199047,predictive
12,ma_prec,0.6792651653289795,0.01695467008106538,predictive
12,ma_rec,0.6807074666023254,0.017030213471599075,predictive
12,mae,0.3150373578071594,0.01619930801217186,predictive
12,mi_acc,0.6849626064300537,0.016199316060421663,predictive
12,mi_auc,0.6807074477455595,0.017030211180380752,predictive
12,mi_f_b,0.6390946745872498,0.02166334370361593,predictive
12,mi_prec,0.6284287452697754,0.02461821829579055,predictive
12,mi_rec,0.6503456234931946,0.02231039815512415,predictive
12,rmse,0.5611348867416381,0.014360728846282249,predictive
12,meta_doa,0.6065575388345528,0.022843695584812994,meta
12,pc-er,0.0481536865234375,0.023737895651091766,meta
12,rm,0.5093777768124635,0.07443539013256444,meta
13,ma_f_b,0.6814471125602722,0.015590165697745906,predictive
13,ma_prec,0.6810611367225647,0.015570503474321172,predictive
13,ma_rec,0.6822335243225097,0.01571835726998214,predictive
13,mae,0.3136023759841919,0.01511778007626703,predictive
13,mi_acc,0.6863975882530212,0.015117769419036451,predictive
13,mi_auc,0.6822335185944902,0.01571834274914414,predictive
13,mi_f_b,0.6420350670814514,0.01941557964786216,predictive
13,mi_prec,0.6335310101509094,0.02319482822234753,predictive
13,mi_rec,0.6510202169418335,0.020288865227670885,predictive
13,rmse,0.5598713755607605,0.01352897889841141,predictive
13,meta_doa,0.6172516396814306,0.02366547181261589,meta
13,pc-er,0.053106689453125,0.023860573952709165,meta
13,rm,0.5503603932484632,0.07226518277118907,meta
14,ma_f_b,0.681673276424408,0.01752383284047003,predictive
14,ma_prec,0.6812941193580627,0.01743942981602123,predictive
14,ma_rec,0.6824334263801575,0.01778094300331772,predictive
14,mae,0.3134230077266693,0.017210741351106975,predictive
14,mi_acc,0.6865769624710083,0.0172107429472692,predictive
14,mi_auc,0.6824334230420507,0.01778095051286645,predictive
14,mi_f_b,0.642466926574707,0.020784583365005972,predictive
14,mi_prec,0.6342602849006653,0.023380972690869015,predictive
14,mi_rec,0.6511316776275635,0.022664444029943286,predictive
14,rmse,0.559670877456665,0.015472410157259845,predictive
14,meta_doa,0.62767586417074,0.024347210603439667,meta
14,pc-er,0.057586669921875,0.024084943640116152,meta
14,rm,0.5893032535670157,0.06987944861953035,meta
15,ma_f_b,0.682141387462616,0.016007621780490942,predictive
15,ma_prec,0.6817473888397216,0.015946339676725988,predictive
15,ma_rec,0.6829392671585083,0.016236898036450637,predictive
15,mae,0.3129247486591339,0.01579878579322255,predictive
15,mi_acc,0.6870752096176147,0.015798796348234646,predictive
15,mi_auc,0.6829392753900557,0.016236909519052854,predictive
15,mi_f_b,0.6428604125976562,0.01886658541933835,predictive
15,mi_prec,0.6343256711959839,0.022264131415414633,predictive
15,mi_rec,0.6518811702728271,0.020456778988108763,predictive
15,rmse,0.5592520833015442,0.014223576042450324,predictive
15,meta_doa,0.6378964124296966,0.024921034488411053,meta
15,pc-er,0.0618011474609375,0.024290349320108935,meta
15,rm,0.6263676074795304,0.06738257767860441,meta
-1,training_time,3931.6440000000002,1916.1982409787354,system
